"","business_id","categories","city","name","longitude","state","latitude"
"576","7rs4ZwSHH57epBipWomYhw","Pizza, Restaurants","Mesa","Papa John's Pizza",-111.858669,"AZ",33.376439
"577","HghAgkxoEpUNZNQbAY485A","Pizza, Restaurants","Phoenix","Chuck E Cheese's",-112.010011,"AZ",33.639969
"578","lT3yCGUc-LQuphjSz1uoIw","Fast Food, Sandwiches, Restaurants","Scottsdale","Schlotzsky's",-111.9259041,"AZ",33.4942993
"579","58oZQsz15GJEV7isQhwb7w","Food, Bakeries, Coffee & Tea","Phoenix","White Sage Espresso",-112.047298,"AZ",33.477139
"580","ZjAOwETDQwI_kc02fMroNg","Sandwiches, Restaurants","Queen Creek","Subway",-111.5636995,"AZ",33.2198033
"581","_tkAI5Q5XQSfgbqJzDKSDQ","Nightlife, Mexican, Tex-Mex, Restaurants","Scottsdale","Old Town Tortilla Factory Scottsdale",-111.9320931,"AZ",33.4931793
"582","eWvfBkL6NPtIjfqhCo7EdA","Food, Food Delivery Services","Tempe","Domino's Pizza",-111.9306612,"AZ",33.3637489
"583","f3mMBXe2bTykzx507-YNwA","Food, Bagels","Scottsdale","Einstein Bros",-111.887036253426,"AZ",33.5801678839784
"584","SdQC_XpKOj7utRIZxRl4xQ","Food, Grocery","Avondale","Fry's Food Stores of Arizona",-112.3408646,"AZ",33.4628486
"585","yedGp-iaruaBykL7TswBtg","American (Traditional), Restaurants","Scottsdale","Denny's Restaurant",-111.925595,"AZ",33.48673
"586","k0qo_gk1rB-ImG9kUZTRtw","Fast Food, Tex-Mex, Restaurants","Scottsdale","Baja Fresh Mexican Grill",-111.9213957,"AZ",33.6363383
"587","lK35BgpjOMXwchPzqYWomg","Burgers, Sandwiches, Restaurants","Phoenix","The Habit Burger Grill",-112.081645131111,"AZ",33.4659912735871
"588","j0Uc-GuOe-x9_N_IK1KPpA","Pizza, Restaurants","Phoenix","Slice of Sicily",-112.0010502,"AZ",33.495156
"589","K3ixgWzwRVWYt3Kc1JqQ9A","Sandwiches, Restaurants","Peoria","Mr. Goodcents",-112.2508837,"AZ",33.6396167
"590","If2DUhmWIvlu2JFc_rR-Bw","Pizza, Restaurants","Phoenix","Papa Christo's",-112.074127,"AZ",33.448333
"591","byhwHi0lhYdyY5kSpuqoaQ","Restaurants, Italian","Scottsdale","Brio Tuscan Grille",-111.9403254,"AZ",33.6071829
"592","avPNEqlXgyBvTXjb-ujQFA","Fast Food, Pizza, Restaurants","Phoenix","Pizza Hut",-112.0469586,"AZ",33.4794961
"593","kZxE9Td05pGFqvsqzYxeSw","Indian, Restaurants","Phoenix","Tadka Sizzles",-111.994984,"AZ",33.641795
"594","QkyN2vqQidQhotvOtPIrkw","Pizza, Restaurants","Phoenix","Humble Pie",-112.0649235,"AZ",33.4743013
"595","-5rFC4EVrT-v8g1PSEf6Xg","Asian Fusion, Restaurants","Avondale","Eest Asian Bistro",-112.3408511,"AZ",33.4823893
"596","V_JQFb-vD8rENixERfjueQ","Food, Coffee & Tea","Glendale","Starbucks Coffee",-112.2183725,"AZ",33.6383174
"597","ib23CJSg5HjQi2sOm1yGaw","Mexican, Restaurants","Tempe","Baja Fresh Mexican Grill",-111.94542,"AZ",33.4221126
"598","0qUesn1TBPpPjW20h5Lqfg","Steakhouses, Sushi Bars, Restaurants","Glendale","Fresh Wasabi",-112.19974,"AZ",33.637161
"599","V5QdxePG-pGPXVPHSLLM9A","Coffee & Tea, Food, Bars, Nightlife, Restaurants, Sandwiches","Phoenix","Urban Beans",-112.055538,"AZ",33.511525
"600","UeWr0eT1KEoMSYwf0vXIKw","Mexican, Restaurants","Glendale","Ramiro's Taco Shop",-112.154359,"AZ",33.638908
"601","VNLiEBJyt7UfB1mI9puITg","Bakeries, Food","Scottsdale","Wildflower Bread Company",-111.8910057,"AZ",33.6277306
"602","_7EJtWjOjZsBUNRvzw-_Xg","Burgers, Restaurants","Glendale","Johnny Rockets",-112.260360717773,"AZ",33.5385330716233
"603","auA1XPJiZ8ZjSaGNffQrbQ","Shopping, Food, Home & Garden, Specialty Food, Kitchen & Bath, Appliances","Scottsdale","Williams-Sonoma Inc",-111.9296765,"AZ",33.5025941
"604","POeD16f2dqnQTO3vYZ0JKg","Food, Street Vendors","Avondale","Aji Mobile Foods",-112.3199449,"AZ",33.4640182
"605","x8I3XYa6CbI9REIJpDFtQA","Hot Dogs, Restaurants","Tempe","Dave's Dog House",-111.9357269,"AZ",33.418332
"606","uEJQSIjWui-TDWXaGlcqyQ","Soul Food, Breakfast & Brunch, Southern, Restaurants","Scottsdale","Lo-Lo's Chicken & Waffles",-111.9259092,"AZ",33.4787939
"607","VO13q-11lh7St1gd7JPI3Q","Food, Desserts, American (Traditional), American (New), Restaurants","Scottsdale","Grand Lux Cafe",-111.9296765,"AZ",33.5025941
"608","2gBKQ-epOTPMNvXoGyyVbQ","Chinese, Restaurants","Casa Grande","China King",-111.74778,"AZ",32.87808
"609","KUuJuEudXr__j_BHYXBNYQ","American (Traditional), Fast Food, Restaurants","Avondale","Sonic Drive-In",-112.349511,"AZ",33.4413816
"610","niwDrCLIqi3qvYzD-8VL1A","Hot Dogs, Restaurants","Tempe","Nathans Famous Hotdogs",-111.964485,"AZ",33.383123
"611","SC2r5q8cVXxClDqgqLpIUw","Mexican, Restaurants","Mesa","Amados Mexican Food",-111.8587764,"AZ",33.3652366
"612","sMO71vGV8wkKujOle3-v7g","Barbeque, Restaurants","Peoria","Famous Dave's",-112.235873,"AZ",33.633835
"613","j6VY9UwaQCiEWfQtNyEouQ","Mexican, Restaurants","Phoenix","Panaderia Y Tortilleria",-112.012297,"AZ",33.479588
"614","ugzBjxLS8wchZcASnHJO2g","Fast Food, Restaurants","Phoenix","McDonald's",-112.133603,"AZ",33.581488
"615","CBkGxR3tZjR91bmI0gUuBQ","Chinese, Restaurants","Peoria","Shanghai Grill",-112.253795,"AZ",33.6526471
"616","2T36c1mym1zG5dOa1fWNoQ","Food, Specialty Food","Chandler","Popcornopolis",-111.897967,"AZ",33.3022462
"617","6GjP-FRibXc-I4YrsIYxew","Fast Food, Tex-Mex, Restaurants","Scottsdale","Taco Bell",-111.889625787735,"AZ",33.6294318516418
"618","IfCZxeFnC0CND83jpdG-7g","Food, Grocery","Scottsdale","Fry's",-111.950518,"AZ",33.480732
"619","8FNO4D3eozpIjj0k3q5Zbg","American (Traditional), Restaurants","Phoenix","Deer Valley Airport Restaurant",-112.085953,"AZ",33.684175
"620","HEGchX-2DdAhHL5ax0gMgw","Food, Coffee & Tea","Goodyear","Starbucks Coffee",-112.3579932,"AZ",33.4615009
"621","VNJMoQAzJFWBYclBOSDPOA","American (Traditional), Restaurants","Surprise","Country Kitchen",-112.358997,"AZ",33.608919
"622","qkhzmBKShH9QQwh16hMxQw","American (Traditional), Restaurants","Phoenix","JB's Restaurant",-112.1363998,"AZ",33.5530902
"623","wmuYTDs5kVaPRdFjKGtk_w","American (Traditional), Diners, Restaurants","Phoenix","Country Boys Restaurants",-112.109379,"AZ",33.509839
"624","VrqEeynr7KqucvEjpz8w_g","Seafood, Restaurants, Italian","Gilbert","Carrabba's Italian Grill",-111.7435648,"AZ",33.3014001
"625","dSQh1Hx2BiSrYog4ad740A","Food, Coffee & Tea","Phoenix","Starbucks Coffee",-112.069119,"AZ",33.511391
"626","W1yep4yDSoLbDFIL4Avz5w","Restaurants, Italian","Scottsdale","Veneto Trattoria",-111.9246221,"AZ",33.52681
"627","XxE8YV18K6Cb7uvQLN3XZQ","Greek, Mediterranean, Restaurants","Mesa","Georges Gyros",-111.8393707,"AZ",33.419866
"628","chQMtE0iF9CHr8T-ahkrKQ","Cafes, Vegan, Restaurants","Phoenix","Aside of Heart",-112.067113,"AZ",33.457788
"629","FALYFv-KuziGr3D52qmeHg","Tex-Mex, Restaurants","Phoenix","Nachobot",-112.067834,"AZ",33.458066
"630","bEQjf7c-9qkNWgXvriSGZw","Diners, Restaurants, Event Planning & Services, Caterers","Chandler","Wonderful Wanda's",-111.951499,"AZ",33.304845
"631","RnUemTgfTTCU01Xn2Tc5qQ","Food, Beer, Wine & Spirits, Bars, Nightlife, Wine Bars","Mesa","Sun Devil Liquors",-111.839576,"AZ",33.42032
"632","3X081wewB-J5tIMO_aOPnA","American (Traditional), Steakhouses, Seafood, Restaurants","Goodyear","Black Angus Steakhouse",-112.355064,"AZ",33.464864
"633","QbqJEXdngh_9fwqVTI0CJQ","Pizza, Restaurants","Chandler","Patsy Grimaldi's Pizzeria",-111.860733,"AZ",33.261657
"634","TlhwHtKT9xe321H9Axl06g","Fast Food, Restaurants","Glendale","Whataburger Restaurants",-112.1512297,"AZ",33.6398116
"635","uy1Ek9LC3uDGH-DHtGx00Q","American (Traditional), Fast Food, Restaurants","Glendale","Sonic Drive-In",-112.170152,"AZ",33.581443
"636","fRV_jh8IxvGh0jY5dT91Rw","Food, Farmers Market","Peoria","Sprouts Farmers Markets",-112.239247,"AZ",33.6088949
"637","TehSM5JrMRikSnjnnfulbw","American (New), Restaurants","Cave Creek","Tonto Bar & Grill",-111.9583011,"AZ",33.8321704
"638","N_6bV3c3JagKW7sD3X9ldA","Bars, Dive Bars, Burgers, Nightlife, Sports Bars, Restaurants","Phoenix","Original Hamburger Works",-112.091191,"AZ",33.4798163
"639","JsanjIgKkl_b6kc4qWC55Q","Pakistani, Indian, Buffets, Restaurants","Tempe","Delhi Palace Cuisine of India",-111.924806,"AZ",33.42135
"640","5cA0fBYsNagnDot1AATykA","Seafood, Restaurants","Queen Creek","Hanzys Seafood",-111.6341365,"AZ",33.2504097
"641","FZbOTO_WU10O3YEi60kahw","Pizza, Restaurants","Phoenix","Famous Ray's Pizza",-111.9798909,"AZ",33.7977694
"642","JR95uaM82xBUIZ-kQ785iA","Bars, Nightlife","Phoenix","Bar Bianco",-112.0659413,"AZ",33.4493749
"643","3Gsex5Dyhnoul9l_914MGQ","Pizza, Restaurants","Phoenix","Rays Pizza",-112.1142778,"AZ",33.7110102
"644","FtIZP3Jt-sri23CO84C4gw","Food, Specialty Food","Scottsdale","White Lion Tea",-111.914543,"AZ",33.63047
"645","Qb0n61e_lsMmFuwwktjmjw","Hot Dogs, Restaurants","Phoenix","Franks A Lot",-111.9953159,"AZ",33.4485548
"646","gb-k4Z17XxuPkUmsevwBYg","Food, Gelato","Mesa","Angel Sweet Gelato",-111.8677129,"AZ",33.434102
"647","4YX4ZtUqs6xtcc4AdjbpeQ","Food, Grocery","Goodyear","Circle K Stores Inc",-112.357992,"AZ",33.449921
"648","m3u8wtUHORnLlB-Wl84Fzg","Food, Food Delivery Services, Delis, Sandwiches, Restaurants","Chandler","Jimmy John's",-111.968845,"AZ",33.316694
"649","J8mGEhhQGVWqxJVijiHQ0g","Delis, Sandwiches, Restaurants","Scottsdale","Greenway Grill & Deli",-111.910674975519,"AZ",33.6258545590971
"650","27hfvE5DcOY3J1-MWbTU9Q","Pizza, Restaurants","Scottsdale","Streets of New York",-111.9360779,"AZ",33.4803674
"651","L4wWnOQM5HAjj7Tjh_Nh6Q","Food, Coffee & Tea","Scottsdale","Tea Time",-111.929223,"AZ",33.497568
"652","97AFYADGuOJX-mx8YPFZpg","Breakfast & Brunch, American (Traditional), Restaurants","Mesa","Grandma's Kitchen",-111.8400473,"AZ",33.4149566
"653","mxrXVZWc6PWk81gvOVNOUw","American (Traditional), Restaurants","Scottsdale","Roaring Fork",-111.927080154419,"AZ",33.5086952779617
"654","5nrEG6lFlKfr-OluekbsTw","Thai, Restaurants","Anthem","Dara Thai",-112.137740850449,"AZ",33.8645537841385
"655","knLSows1coxal0jKtFGl8Q","Diners, Restaurants","Phoenix","Alexis Family Restaurant",-112.1000439,"AZ",33.6545567
"656","JRwi26gv3IxoXoRY8gIQ4A","Food, Coffee & Tea","Goodyear","Starbucks Coffee Co",-112.341184,"AZ",33.465104
"657","IDPhqF84JUB7UWV8YGw76g","Food, Ice Cream & Frozen Yogurt","Phoenix","Yogurt Mart",-112.0097908,"AZ",33.5825896
"658","cUaaIk_3UdeSJ54CLvrW8A","Pizza, Restaurants","Tempe","Slices Pizza",-111.9398364,"AZ",33.4243474
"659","sa-CgzlC0m5xrspvBbz6xA","Asian Fusion, Mongolian, Restaurants","Chandler","YC'S Mongolian Grill",-111.791167259216,"AZ",33.2795972846121
"660","MIoY6xh7GAYFiw2tqiXOSw","Pizza, Restaurants","Maricopa","Rosati's Pizza",-112.047367,"AZ",33.069503
"661","vxPPpj5jJKO8DtapF5S-NQ","Latin American, Restaurants","Mesa","Salvadoreno Restaurant",-111.823336,"AZ",33.392497
"662","nXyxu-rRUtEkd2No0359Og","Food, Donuts","Peoria","K-May Donuts and Bagels",-112.2353687,"AZ",33.5774693
"663","wCi6nBXnXf5PAHqJZP9dqA","Restaurants, Italian","Phoenix","Fiorella's",-112.200326,"AZ",33.710985
"664","RSOppDX3TPNbBtrWuIMElA","Barbeque, Hawaiian, Restaurants","Mesa","Ono Hawaiian BBQ",-111.687473058701,"AZ",33.3258398983891
"665","uf6gvmoJNW-tne9xGwTP3A","Food, Coffee & Tea","Phoenix","Starbucks",-112.0134407,"AZ",33.4804821
"666","Cz0McL5lUaihqOIw0_Yo7w","Breakfast & Brunch, Restaurants","Scottsdale","Over Easy",-111.881719,"AZ",33.639241
"667","ElEF5b3n27IBzbA4R-1M1g","Food, Street Vendors, Barbeque, Restaurants","Apache Junction","Brown Bear BBQ",-111.563513,"AZ",33.3791106
"668","G9LwkTSdKOyOGqd5BbuIkA","Mexican, Event Planning & Services, Venues & Event Spaces, Restaurants","Phoenix","Aunt Chilada's",-112.043169,"AZ",33.545329
"669","udyeC0A16GWcSas7L5hwHg","Breakfast & Brunch, Restaurants","Mesa","Denny's",-111.8402948,"AZ",33.3939196
"670","qrLqx4oBeR2gNDE873bUHw","Food, Do-It-Yourself Food, Mexican, Restaurants","Mesa","Taco 4U",-111.718769,"AZ",33.391749
"671","tNdb_01AHU3O1_ISE2Mf1w","Mexican, Restaurants","Phoenix","Las Cazuelas Mexican Food Restaurant",-112.1711226,"AZ",33.4663506
"672","cl5gr18l4R00NnQbVtgJ5Q","Food, Automotive, Convenience Stores, Gas & Service Stations","Phoenix","Chevron Stations",-112.0474843,"AZ",33.5382505
"673","XA-mMT47rFZNEllPBCYWQQ","Tex-Mex, Restaurants","Scottsdale","Chipotle Mexican Grill",-111.8739598,"AZ",33.622535
"674","zWB92QgkfyNTVIB8RMsGkQ","American (Traditional), Restaurants","Scottsdale","Spectrum Cafe",-111.927209,"AZ",33.533614
"675","XI-_Y2XRw03mozGx0Z90Gw","Mexican, Restaurants","Phoenix","Baja Fresh Mexican Grill",-112.0740069,"AZ",33.4492227
"676","8TGUK7LD3M-vLWml-jLb0w","Chinese, Restaurants","Mesa","Best Hong Kong Dining",-111.875578,"AZ",33.394432
"677","ML1RJdeZ7bbfMrHvJ7m99A","Italian, Pizza, Restaurants","Phoenix","Oregano's Pizza Bistro",-112.060185,"AZ",33.509578
"678","u7pDoiqy3u0fv8kRHleYkA","Food, Coffee & Tea","Surprise","Starbucks  ",-112.390427,"AZ",33.63891
"679","_9TMkGfbOyniL-5P3Sx0nw","Hot Dogs, American (New), Restaurants","Mesa","Fritzs Footlong Bar & Grill",-111.7936742,"AZ",33.4156796
"680","DpVZRn15Trc4oBU6MIxr3g","American (Traditional), Tex-Mex, Restaurants","Tempe","Chili's Grill & Bar",-111.9396896,"AZ",33.4217341
"681","8t1wJJ1iGsIFbNzPlwCMVA","Mexican, Restaurants","Tempe","Sombrero's Mexican Grill",-111.950803,"AZ",33.407717
"682","xqO1fp2zuxeeYjPeGP2Eaw","Bars, Sports Bars, Nightlife","Phoenix","Brad's Place",-111.9819,"AZ",33.348162
"683","LYCaveWFti6kUHpMzYKLjA","Chinese, Restaurants","Phoenix","Big Heng",-112.096976,"AZ",33.538144
"684","t0HV1S6uhBxLB5IyZC5hMQ","Mexican, Restaurants","Phoenix","La Cocina Economica",-112.0476957,"AZ",33.4652484
"685","YCCDMLcb7UW8G-o_HsWiiA","Steakhouses, American (New), Restaurants","Scottsdale","Modern Steak",-111.9296765,"AZ",33.5025941
"686","RW0cELoDiJ-DkQntO3w4LQ","American (Traditional), Restaurants","Mesa","International House of Pancakes",-111.6880585,"AZ",33.3776282
"687","lRew0HDz5BO-4fwWsMJyMg","Tex-Mex, Restaurants","Mesa","Chipotle Mexican Grill",-111.8553658,"AZ",33.3904462
"688","acZ2GUh3R_wcu4r3Z5tSCQ","Sandwiches, Restaurants","Phoenix","Potbelly Sandwich Shop",-112.072689351505,"AZ",33.4478740331941
"689","spZToZLafm1Da4Rif5Nl1w","Food, Juice Bars & Smoothies","Phoenix","Jamba Juice",-112.119194,"AZ",33.609811
"690","UBHENdQcmWBG3vnjz6OdMw","Food, Bagels","Gilbert","Bruegger's Bagel Bakery",-111.841114,"AZ",33.363016
"691","2r8jGeuYvMkyP2ik_X-Bxw","Food, Desserts, American (Traditional), American (New), Restaurants","Phoenix","The Cheesecake Factory",-112.029651966191,"AZ",33.5100084467657
"692","dKtbrGgg5fbl8MibhilP2A","American (Traditional), Pizza, Restaurants","Phoenix","La Grande Orange",-111.999521255493,"AZ",33.4340647310654
"693","YEQkTCmphjr6XKPh4m93AQ","Sushi Bars, Japanese, Restaurants","Scottsdale","Kyoto Japanese Restaurant",-111.926921,"AZ",33.500238
"694","OmJ283Un9mAbr_gc7v4N4A","Korean, Japanese, Restaurants","Tempe","Grilled Ave Teriyaki House",-111.936439,"AZ",33.422788
"695","0Jouvs4G3d6CcG3pYGZ20A","American (Traditional), Restaurants","Phoenix","Lunch Box",-112.1138989,"AZ",33.5237842
"696","A-M-ebgWSjHTXi9S6tvchw","Food, Bakeries, Coffee & Tea, Event Planning & Services, Caterers","Scottsdale","Arcadia Farms Marketplace",-111.929579,"AZ",33.493736
"697","y75baZnoI51J8WS7NK9FHQ","Restaurants, Pizza, Italian","Chandler","Floridino's Pizza & Pasta",-111.8597433,"AZ",33.3118314
"698","okZoXqIQ1V8wkn3vNjV3RA","Coffee & Tea, Food, Caterers, Sandwiches, Restaurants, Event Planning & Services","Tempe","Munchalunch",-111.9610982,"AZ",33.4176301
"699","FY_OXEVcewAQFZuu6fynLA","Greek, Mediterranean, Restaurants","Phoenix","Z's Greek",-111.9940154,"AZ",33.4953688
"700","QlEU-1VCqJbTzSf8mFAZUg","American (Traditional), Restaurants","Phoenix","Desert Springs Brewing Company",-112.026154,"AZ",33.439648
"701","RKOS92ptLgEU3BUNMtDHrw","Jazz & Blues, Arts & Entertainment, Soul Food, Nightlife, Restaurants","Phoenix","Bobby C's Bar & Lounge",-112.057219,"AZ",33.448422
"702","qWAvx3yktyMQixSh4K0Dog","Pakistani, Indian, Restaurants","Phoenix","Zest of India",-112.0121147,"AZ",33.6272318
"703","lTgbj26dpv8Ltzbf83T6oQ","Bakeries, Food","Surprise","Cake Frenzy",-112.378155,"AZ",33.639743
"704","UkaVmU1Mo_jMz9-SE1i_Hg","Music Venues, Bars, Arts & Entertainment, Nightlife, Lounges","Scottsdale","Rockbar",-111.927405,"AZ",33.497615
"705","UcEaSZ2nd721f0C67zN23w","Chinese, Restaurants","Tempe","Chinatown Restaurant",-111.977079,"AZ",33.3791269
"706","7VLW-cIDaiO4Dx8gXYkZcg","Food, Coffee & Tea, Creperies, Restaurants","Ahwatukee","Cupz N' Crepes",-111.991311,"AZ",33.305824
"707","gI4jThFNwy73SzaNvi-1dw","Asian Fusion, Chinese, Restaurants","Scottsdale","Ling & Louie's Asian Bar and Grill",-111.879218,"AZ",33.581511
"708","-XoFkjdXb5ZIXwoZdjJtoQ","Fast Food, Pizza, Restaurants","Scottsdale","Papa John's Pizza",-111.9265062,"AZ",33.4727577
"709","sO6vhioTgdGBYQ-rgiEOZQ","Pizza, Restaurants","Chandler","Peter Piper Pizza",-111.8767,"AZ",33.3223
"710","fAJvlRFhdYJlMyG-CA4ErQ","Food, Grocery","Phoenix","Sunshine Market",-112.0565185,"AZ",33.4730967
"711","OVFcGSh4Wu-ss8Iq_fIC-Q","Mexican, Restaurants","Mesa","Rosa's Mexican Grill",-111.8234151,"AZ",33.4223528
"712","dYZ9YiA1JYlFoul-yorXSQ","Sandwiches, Restaurants","Scottsdale","Which Wich",-111.8737901,"AZ",33.6227281
"713","zj2Olhf6zQGvm3DtCaEXew","American (Traditional), Restaurants","Tempe","Buffalo Wild Wings",-111.9262026,"AZ",33.4230344
"714","C_eWAEOvkHZ_IZYGwjtpmg","Bars, Steakhouses, Nightlife, Restaurants","Glendale","Saddle Ranch Chop House",-112.2581306,"AZ",33.5331251
"715","-O7H5LhBkE13VQZB0QZI0Q","Bars, American (Traditional), Nightlife, Restaurants","Tempe","Fat Tuesday",-111.9401874,"AZ",33.4240085
"716","zblaXjzHKgT0yLZpf4bg_w","Diners, Restaurants","Scottsdale","Denny's Restaurant",-111.9172324,"AZ",33.4654367
"717","G1_uulnhkAUBsaMAlJFc_g","Restaurants, Italian","Sun City","Dominic's Bistro Italiano",-112.275823,"AZ",33.637239
"718","1OA1jo0GlK9sf68f00w8ZQ","Burgers, Fast Food, Restaurants","Tempe","In-N-Out Burger",-111.9248982,"AZ",33.4352894
"719","svUuarGBHtVcBFst3UoHkQ","Food, Bagels, Sandwiches, Restaurants","Scottsdale","Einstein Bros Bagels",-111.9258624,"AZ",33.5278493
"720","i8DkHnUxJwPBd7e50FHUpw","Mexican, Restaurants","Anthem","Del Taco Anthem",-112.148602,"AZ",33.8705209
"721","VA6NKO6t1nfNzoVHXhh2xw","Barbeque, Restaurants","Chandler","Tom's BBQ",-111.789788,"AZ",33.2359121
"722","LuTLXVyJvgshMlXTBw-Now","Steakhouses, Restaurants","Chandler","Outback Steakhouse",-111.885848,"AZ",33.306393
"723","wqIB7hUTQnCswJV4UyYyEQ","Steakhouses, Restaurants","Scottsdale","The Capital Grille",-111.922456,"AZ",33.636322
"724","KBG28p3lGX17hOPoHhq5PQ","Sushi Bars, Restaurants","Phoenix","Yasu Sushi Bistro",-111.9872563,"AZ",33.5997262
"725","JOr40jl4PeFSK0JR7VmIyw","Food, Donuts","Phoenix","Dunkin Donuts",-112.1011633,"AZ",33.5529609
"726","tfxveeZkRB1N5o23jLrSxg","Burgers, Fast Food, Restaurants","Tempe","Burger King",-111.9579644,"AZ",33.3492045
"727","9wWLF9R90BCWr6lCnj5WzQ","Restaurants, Italian","Scottsdale","Olive Garden Italian Restaurant ",-111.9766606,"AZ",33.597561
"728","LfKPiwth-lGmCKTxlDoV9g","Restaurants, Italian","Scottsdale","NoRTH",-111.9257312,"AZ",33.6247911
"729","L70XE-I7lfi9tJBlpqkoRw","Food, Juice Bars & Smoothies, Cafes, Restaurants","Goodyear","Tropical Smoothie Cafe",-112.347038,"AZ",33.463629
"730","-98noPZy1sH6NndWmdtuDw","Sandwiches, Restaurants","Phoenix","Port of Subs",-112.0739,"AZ",33.4499
"731","0hYTkJtgQGu-ysCZnmFZDQ","Thai, Restaurants","Tempe","The Siamese Cat",-111.8934231,"AZ",33.3795165
"732","ofDf3ixZlVVLN4OTS0gdbw","Food, Ice Cream & Frozen Yogurt","Peoria","Yogurtime",-112.23811,"AZ",33.630552
"733","Lvf3N3cfLAmOc5y8Eg8KDg","Korean, Sushi Bars, Restaurants","Chandler","Takamatsu Of Chandler",-111.84303,"AZ",33.351089
"734","9ocGgALmbzTZWOS7f7SYcA","Breakfast & Brunch, American (New), Buffets, Restaurants","Mesa","Old Country Buffet",-111.806864,"AZ",33.380894
"735","bL7rtIwY8afapAAfSsUNrw","Food, Grocery, Shopping, Drugstores","Chandler","Safeway Food & Drug",-111.859905,"AZ",33.233662
"736","6Tfcr1Hp9eGYFcIpSsCVow","Food, Food Delivery Services, Delis, Sandwiches, Restaurants","Surprise","Jimmy John's",-112.365898132324,"AZ",33.638557434082
"737","v3_CQRKezq3JdX-xxWambA","Mexican, Restaurants","Phoenix","Pancho Taqueria",-112.2046069,"AZ",33.4948433
"738","stH6XAn2Drzol1H5oGvL2A","Chinese, Restaurants","Scottsdale","Jade Palace",-111.9252984,"AZ",33.7019056
"739","nXKwzVKJCtIGd4HxXgjdnQ","Sushi Bars, Restaurants","Mesa","Saketini Japanese Sushi Bar and Lounge",-111.874864,"AZ",33.3943472
"740","QyDYXJRz3b4f80qsMgpPFQ","Buffets, Restaurants","Glendale","Old Country Buffet",-112.2289957,"AZ",33.6396854
"741","WKvjegSKpyXN4XYg1yzpow","Food, Desserts","Mesa","Lombardo Gelato",-111.8314724,"AZ",33.4151843
"742","w1zfhAZl0J16-ot-LhJHvg","Tobacco Shops, Food, Convenience Stores, Shopping","Phoenix","Bodega 420",-112.067721,"AZ",33.459022
"743","VXg0O0vuuOgNTqTGp9j7gg","Mexican, Restaurants","Casa Grande","Vaqueros Carne Asada",-111.7566559,"AZ",32.9533541
"744","7UAAkWZJnnHIpGdG0JfXqg","Food, Ice Cream & Frozen Yogurt","Mesa","Mesa Frozen Yogurt",-111.789837,"AZ",33.390352
"745","RcufSDfRpeaxLm875axrDQ","Chinese, Restaurants","Phoenix","Golden Nugget Chinese Buffet",-112.166939,"AZ",33.494559
"746","o1GIYYZJjM6nM03fQs_uEQ","Seafood, Restaurants","Scottsdale","Salt Cellar",-111.9094198,"AZ",33.4542695
"747","0RqNRc6RiILzZxK9J8Kqug","Burgers, Restaurants","Phoenix","Red Robin Gourmet Burgers",-112.1142778,"AZ",33.7110102
"748","_w2wIsBh-1M1ZCed2KjLlw","Restaurants, Pizza, Italian","Tempe","Red Devil Italian Restaurant & Pizzeria",-111.9426162,"AZ",33.3928296
"749","wl51t6lT7leiX64SlkOx6g","Vegetarian, American (New), Mediterranean, Restaurants","Phoenix","Pita Jungle",-111.9776027,"AZ",33.6749989
"750","nRO4tRwimU12hg7Cnz__iA","Greek, Mediterranean, Restaurants","Phoenix","Eden's Grill Inn",-111.9778065,"AZ",33.6128816
"751","CVk_Jk7vU9JlP-U_fArQqA","Food, Grocery","Phoenix","Fry's Food Stores of Arizona",-112.034083,"AZ",33.3778441
"752","O8VZStQqbwvHb8aayyTIWg","Fast Food, Restaurants","Phoenix","Wendy's ",-112.117988,"AZ",33.671419
"753","NVqLUZ7Vb9B_0RJm_BS64g","Diners, Restaurants","Phoenix","Linda's On Osborn",-112.030849,"AZ",33.487276
"754","_yW2zLQAmqhj2m7rBbpFPw","Burgers, Restaurants","Peoria","Culver's",-112.236825,"AZ",33.611403
"755","qiFTZ7aJz-FXt1wz8YigAA","Nightlife, Bars, Mexican, Sports Bars, Restaurants","Scottsdale","El Hefe",-111.921935,"AZ",33.50123
"756","v76uEBa0jkRl8AH28piX4w","Arts & Entertainment, Casinos, Bars, Lounges, Nightlife","Scottsdale","Casino Arizona",-111.8856396,"AZ",33.4543305
"757","gtVQ_gwug7QQ4MW72T4jxA","Dive Bars, Bars, Nightlife, Lounges","Phoenix","Rips Bar",-112.0473227,"AZ",33.4838492
"758","Dr4mxelV9iWu5boJvgH_vg","Food, Ice Cream & Frozen Yogurt","Mesa","Ocean Blue Frozen Yogurt",-111.7541801,"AZ",33.385548
"759","NA3ZcfT-6B-CyeR_d4tQVg","Food, Desserts, Ice Cream & Frozen Yogurt","Phoenix","Chill Out Gelato Cafe",-112.0662616,"AZ",33.4588994
"760","-3xbryp44xhpN4BohxXDdQ","Bars, Steakhouses, Nightlife, Restaurants","Phoenix","The Keg Steakhouse & Bar",-111.9746066,"AZ",33.678615
"761","5lYd_fpm7ug7_Xzu7RloPQ","Mexican, Restaurants","Glendale","El Pollo Loco #2",-112.1525613,"AZ",33.5237088
"762","Ew6YfU0XcFGM-S4zncZ5Dg","Indian, Buffets, Restaurants","Avondale","India Garden",-112.3408385,"AZ",33.4667074
