"","votes.funny","votes.useful","votes.cool","user_id","name","average_stars","review_count"
"8533",1,3,1,"bu_OvhWSmyl1d4jHjqVFNw","Aprol",3.67,6
"8534",3,1,4,"Bs-v1fTmq8dqJFQwo-JMWw","Kelly Porter",5,12
"8535",33,104,94,"0-aWamipsRNfcgFYALX1KQ","Monica",4.04,136
"8536",6,9,3,"OMbENmI4l76tAqwFfu2LIg","Megan",5,19
"8537",20,25,5,"z8VQjiquC7RFbcPx_6KQfg","caroline",2.92,12
"8538",0,1,0,"Wyr6RtWbrsM22gxVOAYppw","Dan",3,3
"8539",3,29,2,"gilIaKU1gsW-ujTMF-VY5g","Sunil",2.8,5
"8540",33,103,23,"SAAMpBGcVVNAww_4yZpIoA","Bobby",3.61,102
"8541",8,68,40,"KuTzb2IR_6ocQAOFU_rcPg","Darren",3.89,92
"8542",23,31,10,"6dpMFXDHbA8VICUAi_zhZQ","Bella",3.06,17
"8543",1,19,8,"VdE5jhzmujV1uvH3bKoJqA","Birdy",4.45,22
"8544",6,23,9,"dhhhnpr_elfbD1xjMfAEjg","Danielle",4.19,27
"8545",2,20,2,"HqosnsRqIsZk4XamkN87-g","Katie",3.7,11
"8546",0,2,0,"Ztwyi_kWLWPUjK4dwfcliw","Casey",3,2
"8547",1,4,6,"ChPBfL5cRIvgZYjYNz2WLA","Stuart",3.89,9
"8548",23,48,24,"ARiIISWbA3shCt1rp-9z4g","Warren",3.38,13
"8549",6,23,9,"JDomeP43HUjNceEI1RqPzQ","Kari",3.93,14
"8550",0,0,0,"xVzMmyxDFo03u2SwVpK28g","Eric",4,2
"8551",62,92,65,"yfma4IV-Iv0OPoxJ4D-mPw","Kristen",3.69,36
"8552",4,12,4,"QVrTqrLm3MC2QtENKbdanA","Susanne",3.83,12
"8553",2,18,5,"ApRRz7fmtLKsfFU6963OUw","Eric",3.93,14
"8554",1,1,1,"r3L5d8wUxQsiyxAR1FZZVw","Donna",4.08,15
"8555",3,8,2,"pCJomRpYoRBxbdOeQNkmIg","Rae",5,5
"8556",0,0,0,"w5M7SpvLupId0SEbhDJwtA","Sandy",5,1
"8557",0,5,2,"0De8PhK9xtqWUOcSZRlYSg","rick",5,2
"8558",1,0,0,"4N5_rd3_eCjVKljZADFJ5A","Matt",5,1
"8559",4,9,3,"atLAjM82RaejK82y-wevkQ","E",3.19,27
"8560",0,4,0,"CjwrNXuVnhYpLfd9cYOQyA","Cody",2.6,5
"8561",1,2,0,"QQOw2Sg8LMvLOER62ZFlcA","Amber",3,2
"8562",2,4,0,"I4cobl552HmclMfFBRDP8Q","Aaron",4.6,11
"8563",8,36,13,"j1UagK_zBh0O5ITmcQFsvQ","Eloise",3.75,80
"8564",0,3,4,"Kt_ty3XnCKupqIE8HkcN_w","Chris",5,4
"8565",11,60,37,"M_8hm169M6QDMng-tAntpA","Amy",4.24,21
"8566",0,0,0,"L58aGLAz6iymqHo378nV1Q","David",5,1
"8567",8,27,10,"C-jENNLMoQaHHpFq1J6s8g","Mike",3.81,54
"8568",1720,2542,2245,"AoUoDh9z4xjXzJcL2SBx-w","Maria",3.71,492
"8569",945,2684,2053,"wZMqQMYM9GKyjK1oP0C6TA","Jim",3.55,1285
"8570",6,13,13,"lp7ybpJnQHBqo8CV4EbmnA","Aaron",4.6,5
"8571",2,11,0,"OET4LR3P8Dr_ZkCTaJNiLA","Donna",4.25,4
"8572",106,332,158,"6EXAfsnFbh3oIISEt5h0Yg","Matt",3.59,205
"8573",31,76,39,"tx5Etulbvo3QYjFmjhnX0g","Goolie",4.25,52
"8574",0,4,0,"uOS_Rto6P2HWLiU4cuygaQ","Anne",5,3
"8575",3,11,4,"8AMn6644NmBf96xGO3w6OA","Lori",4,10
"8576",2,8,0,"ZeNghHO2xsUeEGpPFhVB8A","Jess",3.14,7
"8577",3,11,7,"S-7T9y-XqT35LoD-vIHYKw","rob",4.2,16
"8578",0,3,0,"Ez_55d0h_mNnZ-QmkWiXQw","Mike",4.67,3
"8579",7,10,9,"TRV6xvvAnF7vLiHbfqLXiQ","Mike",4.2,10
"8580",1,7,1,"DyR-vRrrOJPwPeyTU8eiKw","Vaughn",4.6,5
"8581",0,4,0,"YsNq7ankDqKAYlibI7NrWA","Kay",2.75,8
"8582",16,32,11,"j2GS4iC94ie908VnybGkuQ","Kevin",4.27,26
"8583",0,0,0,"nNkjRIokOH-Dx80VV8WlFQ","Steve",3,1
"8584",1,4,2,"1E4VwqEEvWUQeKXhsrYPjA","Rose",3.33,3
"8585",7,17,2,"LPCKaTvipqr2miipL66FmQ","Charley",3.6,25
"8586",1,5,1,"KQboyl_fk9tmNNm5N7R07Q","Matt",4,6
"8587",0,6,4,"REmvNHtlGDUoc-KQpq-s0A","Abigail",3.86,10
"8588",19,26,12,"lAV4kZLB6RWd8GOWaQ3mgg","Jeff",3.66,29
"8589",4,9,0,"XrfI3nU_EgmhPwfXLF78MQ","Kelly",2.83,13
"8590",1,4,2,"J4iU7unbvb_6imXFgcI5oQ","David",3.25,4
"8591",0,0,0,"-bYL5nFZYQBlFEELOYma3g","Kristopher",3,1
"8592",89,123,109,"O0M67gJRWwVSGnnsF5aVqA","Sarah",4.32,31
"8593",0,0,0,"VFUaRRJDH1dWM3OMRPgrMw","W",4,1
"8594",17,13,3,"hOXABNRpfkFpVMSbDDl6-Q","Steve",3.89,35
"8595",0,2,0,"COchsY8o6RVEEK_g7QdJEQ","Nicole",5,2
"8596",21,111,28,"QluxoqQkx6TrFJTfEjEoCg","Jeff",3.94,16
"8597",0,5,1,"6ZF8eBDL_Bd5xZoLs0KziA","Kim",3.38,8
"8598",1,9,1,"BbkQwyR2G-eJviGqZkFjPw","Natalie",3.2,6
"8599",3,4,0,"X7ieNfcWWfotTanKafYsig","Colin",2.67,3
"8600",0,0,0,"C0ByBW3is8lK8h4NMSWM3A","J",2,1
"8601",0,1,0,"jlOMtoI6oqXrur_ehm9tww","Jeremy",5,1
"8602",1,31,7,"4bbWFLl9qBtjOJ_vvUarXQ","L",3.64,23
"8603",1,5,3,"zS4hmZxiOa7gA5yndaC4EQ","Tim",4.33,6
"8604",0,1,1,"9G4EeQl8qYhGlFtsA0H1Ig","Edgar",1.5,2
"8605",0,0,0,"NzeIZYdHN9epdUCnLziiZQ","Jeff",5,9
"8606",8,19,9,"Sek3oLIIHtBSTSFh9z3pXQ","Brian",3.81,83
"8607",72,179,187,"WmBKEfXCgDLc1XYBmDFrAQ","Jessica",3.8,93
"8608",0,1,0,"3XeRXQRpPyFuhEGaorfcEA","Kimberly",4,2
"8609",0,0,0,"NZZq-dXqdTX0BBrIFo15pg","Cory",5,2
"8610",1,12,0,"6excZ3E4uq3S5pnyd5Fw3w","Matthew",4.71,8
"8611",0,0,0,"Oe0U_pnmeMJdz1C9UmgYKA","Alejandra",3.5,2
"8612",0,1,0,"7GPWvigPED4hwy0tJqN64Q","Alan",5,1
"8613",0,8,1,"SgjR6pUm_mpmX0f-XH1Ztw","Crystal",2.33,3
"8614",3,23,4,"4U1fW-a2o9OGWUjhz7n2Zw","Jennifer",4.94,16
"8615",20,54,25,"r3_JcUFWGERe8ytAHQPDyQ","Renee",3.67,39
"8616",17,40,18,"7d28hJKro5XRUlYLXC-3sw","Evita",4.02,41
"8617",414,633,455,"B-yfbXuQta2lDJC2o7pb6g","Melissa",4.03,228
"8618",79,93,69,"99AQ73xjFKBt5oMzw0VSOw","Neuro",3.49,72
"8619",3,9,3,"A9PlVYW_PobkDF6ZskCpXQ","Ivan",3.1,10
"8620",1,9,4,"0SweAOS_ChLQVv7pb51J4Q","Steph",4.5,7
"8621",0,3,1,"gJl64qD4_DfxXtJv6UeQlg","Cliff",3.5,2
"8622",0,0,0,"3Qeual_JgDu2CEHkcsAK4A","Nina",3.67,3
"8623",23,45,13,"0Y8iwzfaiZj4m9safZ_ibw","Jonny",3.88,49
"8624",62,209,72,"bncYCVjPfL7w1hIafXZwNg","Ayaka",3.46,197
"8625",0,0,0,"LBRTg-6MvDu0_nGyFRIlKg","Tia",5,1
"8626",0,5,1,"P2M0Cqj_oL2ncfLT_IKnFg","Sunny",3,3
"8627",20,24,9,"YGSRFvNNzrhLctGnTRyzlg","Monica",3.85,34
"8628",4,26,17,"_lyR-OYpih8fXTficqZW2g","David",3.62,34
"8629",1,13,3,"YJkt_aW_R4QaMCuP6pZcVQ","Christine",4.31,14
"8630",0,1,0,"QgLP2NPpA423J9O-QK799A","Kelly",4,1
"8631",11,14,0,"6YyOTWPi10rsl137ZVKI7Q","Scott",1.78,9
"8632",3,13,4,"Bpnfl_wZhPdDxfxq1WliGw","David",3.57,7
"8633",1,1,0,"rCeoiKga96-0R5dIBR42DQ","Chad",3,2
"8634",19,42,13,"AujgXK1WUgud7e7Zb4oeSQ","Christina",2.88,41
"8635",0,0,0,"5GJCmulzCACvV8shsaFOpg","Miriam",3,1
"8636",0,2,2,"84cykOdB9IqfruSLHmaWQA","Greg",5,2
"8637",0,0,0,"OAOLns-lBot5ady6a852jA","Chris",5,1
"8638",0,1,1,"Z6J0lVg4s-RfrxnNv2bpBA","Petria",3,2
"8639",3,5,1,"Dcutq-7iq-rgZoY08qnXIw","Debbie",3.71,8
"8640",1,2,0,"sXhy3NgNOlu7UXg1dbcefA","Kristi",3.57,7
"8641",0,2,0,"t64CIVy3ZXJsQAwDpfXTaw","Alexis",3.33,4
"8642",0,2,1,"t3w4-MFGHU9_bNJoFgFXWA","Eric",4.67,3
"8643",4,20,3,"Ohs0L7Oyz-N8GLxVhhV1kw","Sham",4.57,37
"8644",29,61,22,"E57V8rkRheDr5g_9MNAQwA","Matthew",3.43,35
"8645",8,19,7,"Mn9YYbeY_ydJ7NABALyYIQ","James",3.44,18
"8646",6,21,18,"H6fszVMVr0syml5qOmp6RQ","Peggy",3.69,13
"8647",0,0,0,"hNs-x49UQmkN3GSAwKXUGQ","Jim",4.2,5
"8648",27,97,62,"OCzmXClurzty917kLXF7DA","Allison",3.99,119
"8649",0,2,0,"RpH_8r2R-hIIHN5p7F46mA","valerie",3.33,3
"8650",14,35,16,"-zwhCCgyeypDjppfCylWSA","Jennifer",4.65,23
"8651",11,22,8,"Hb49IsEZltm85wLz3uMrmw","Michelle",3.41,44
"8652",0,0,0,"Capf_zG28-3Kx68BegCyAA","Natalie",2.83,6
"8653",0,0,0,"loJkedgXjeguaAUbWBO4kg","Karissa",4,1
"8654",0,0,0,"JBHSLQ1ZUPSpNGrDayER_g","Ken",5,2
"8655",2,1,0,"jO-WyqcAPupgAee_pWEiiQ","Andre",1,1
"8656",2,11,1,"SjDbUF8QjBxjYUyPg5mhHA","Sam",2,2
"8657",2815,4727,3959,"ab5LMDx_uraOLlIiwfKI2Q","Nikki",3.98,570
"8658",0,0,0,"_dcXLUP083oOpAGIRBfnpA","N",4,2
"8659",6,553,533,"Xe3roFVZWGe1ABkuhN9UCg","mike",3.7,25
"8660",2,19,5,"pOp_frC3di-6227GgHJjdA","Kristina",4.55,11
"8661",0,0,0,"G5vTGbTHvyg8J9xmLLBy7Q","Deborah",3,2
"8662",81,136,99,"zZxr7X10CDThXZbnkLmNVA","Larry",3.31,49
"8663",6,37,6,"ccouaK-tDCQ74L0KUNissQ","Laxal",2.56,54
"8664",156,237,126,"nkcyPlfLP8reOWaHZ5umvw","John",3.32,169
"8665",10,35,18,"Q_gsrlvJvFWTHJVEKOSljw","Melissa",3.53,17
"8666",0,4,2,"dOwcREeiPsl-THOz7ccXNQ","Jeff",5,1
"8667",0,1,0,"TWH46tuy4mSLkuCBaIQRcg","Lucia",4.5,2
"8668",7,9,6,"N0DmhNFDcqotkP-LA_r3og","Mark",3.2,15
"8669",4,19,5,"3w94heEAvwVafh-DhO1v_g","ivy",3.89,19
"8670",2,4,0,"-rC0wI2U3N6LwtBqLtPuAA","sam",2.33,6
"8671",6,43,14,"wKov7Phx6NDX-1cMUeD4kA","barb",4.76,41
"8672",6,15,5,"xxqO0Z-neqNlS1myYq7ZrA","Daniel",4.04,23
"8673",11,29,15,"_Cu5Bvl6ZJc1v0lN9LXuAg","lyndon",4,18
"8674",4,12,2,"z7WnKuTCFnWdB9NMTtWI7Q","Clark",5,3
"8675",6,24,6,"pR9LmlTmTRs4is5RSY5Enw","Erin",4,20
"8676",0,0,0,"j2NjJ-WyR6c8BygoIHH0bQ","Linda",3.25,4
"8677",8,41,18,"nX8uAoc0_PgIc1YBhfW7zQ","Bryan",3.76,34
"8678",196,130,110,"jEnErghwHUIQJe5qgt3NWA","Julie",3.56,66
"8679",1,2,1,"JTlih5bPb94X5F7T2-v5xQ","Patrick",5,1
"8680",0,0,0,"AcIiW4TzCuyGqYdlXRr8Pg","Carrie",4,1
"8681",45,105,46,"iujfl8qV5ni6OyoT6ow0zg","kyu",3.91,68
"8682",1,13,4,"qcofqWgRQtXRtoDlcBp3IA","Ladee",4.4,16
"8683",1372,1750,1372,"AdEy5KAIlMAy8xHyuMQCFg","Julia",3.7,206
"8684",0,1,0,"M3TPlN5nM-YQ8LR_1-7Bgw","Raymon",5,2
"8685",9,8,4,"wVwtP4oHPkPm-DwgbE-4dw","Maria",2.6,5
"8686",0,0,0,"GcIuK60bbpxd2gLSmqZnPg","Randy",3.5,4
"8687",0,1,0,"Zp1qjzHW7mabcSDRhJEzGg","C",3,3
"8688",3,5,3,"IHgoy9QtSr2kJUhmz21sxg","Kassee",4.6,5
"8689",3,13,1,"migdkAFgrNBmbbLui8YNJA","LIL",3.25,5
"8690",8,31,3,"wB-HG5r-pXS38dOXJg5U-A","L",3.17,23
"8691",0,0,0,"DqRKRNTbIUqD9ZGcbzn4Jw","Bob",5,2
"8692",81,135,77,"DJIwm4UCnM-SOxXbARjPsQ","Curtis",3.82,77
"8693",3,2,2,"Y0yE3QDFoOaOQ9Imgk0-pA","Krissy",4.67,4
"8694",0,6,1,"-5M2EEPopiUv2Q87zfAo8Q","Heidi",3.5,3
"8695",0,4,1,"jTJuD7V8Z26CtPDZVThUJQ","michelle",4.6,5
"8696",1,6,1,"wUClZ1Ca3Ebg2hbCOQW8KA","kathleen",2,2
"8697",2,2,1,"M5wHt6Odh1k5v0tIjqd8DQ","Amanda",4.25,4
"8698",1,0,0,"4_6WIAoK4jSoNgCNqBpufw","Jim",5,1
"8699",1,4,4,"LR1_Ac2ATT5JEEoH7nUGgA","Kelsey",4.75,4
"8700",88,198,102,"M1kFiEqVrC7Qa029ZBiwfg","Bonnie",4.04,102
"8701",3,1,1,"PD9BRfQV0YUhS6i2c49PUQ","Jerusha",2.5,2
"8702",0,1,0,"3n1KxabQoddo20Xz8djrVw","Jenny",4,2
"8703",0,2,0,"PPvn_9QDPyrXSk3I8ZoVxg","Elaine",4,4
"8704",42,261,114,"D5mlAUZMCQ8yc0PxOgGpsQ","Shokouh",4.05,212
"8705",4708,6762,6405,"zi0kxtr5gq0Flg7jYdIlMA","Scotty",3.72,1100
"8706",0,0,0,"G7BygfEzHIZ9I3nQnXhHlw","Jennifer",5,2
"8707",160,461,157,"cH1lLTHReO6uDTif9bfOBA","Akiko",3.51,344
"8708",6,21,3,"4cXy748OWjB9JX4slixXoQ","Austin",3.87,30
"8709",2,5,1,"Z_3UMuDm5Tw-cK8agKWe9g","Shelly",3,4
"8710",4,9,6,"FWqA5tpXnV19GzlZDlPxfQ","Elizabeth",4.6,6
"8711",258,410,324,"rY0T1Sx-kSeSHgnPbLOA1g","Karen",3.44,196
"8712",0,0,0,"2rU2IID7-meC_LWTm38HIg","frankie",5,2
"8713",8,21,6,"9sySI2vXQ5PFuh23adQaeg","Elizabeth",3.95,75
"8714",0,3,2,"hFHeUJAtYk618_S8VwjrFw","Team",4.33,6
"8715",2,2,2,"7WeOJXKbonRbb-zmKyoWYg","John",3,4
"8716",3,16,1,"q7Dys1XvUAmnfsOlPtHraQ","Johnathon",3.69,16
"8717",1,1,0,"AGPmtz1RnuAdig-vmZLEAw","Liz",3.5,4
"8718",3,11,2,"_Rx2iNZzYsLBp03uB27lXQ","Jamie",4.12,25
"8719",2,1,1,"C5vTsU7MIB2tCm-k-CrRWA","Drew",5,2
"8720",9,26,6,"zZSG1Zh4OHGKTNEaGQ_VSA","Gaurav",3.28,18
"8721",15,26,15,"3__t5LGrD4ER9qvFxmlHzA","Cornell",2.83,12
"8722",146,269,171,"Qa2arVXyiHhxRM6HqUfEVw","Emily",3.71,174
"8723",8,15,8,"TeC4YWG15moiz7OCRoviKg","Annie",3.69,36
"8724",0,1,0,"NrdRic2OHEwD7V60CfUFAA","Marybeth",3,1
"8725",3,14,3,"i-ws4XlBqcl9P4CLW11Gig","Shannon",3.44,26
"8726",20,61,17,"vU1bHO3IjqLnf3_9Igeluw","Rich",3.52,108
"8727",12,25,5,"hoUBepcg7jlgoZ7NPbMlZA","Grace",4.28,25
"8728",0,0,0,"FjSLW62Ac1ArddNsbEMcHg","BOB",4,7
"8729",0,0,0,"GLZyNZ6otiSAfYiohg4K9g","Michelle",4,2
"8730",628,905,672,"IorFc1uV-udec4VLXc0YEw","Daisy",3.81,351
"8731",64,455,226,"y05bv65OCTcZgB0GhO8_sA","Carol",4.15,681
"8732",5,31,14,"KT8HXZKuvAwt9vZ-2CDwew","Stacy",4.38,24
"8733",47,96,53,"rXPE4maXWvCZQKL7_vadCg","Van",3.92,143
"8734",59,116,28,"7i14F52gOUBqlRudUCwPsA","Catherine",3.4,30
"8735",1,2,1,"D-EOeItd_VqSVum0Dx4hGQ","Carol",2.67,3
"8736",2,15,3,"Ts2ipR4zCYClEQTAuJuIjw","Kamil",3.6,6
"8737",16,70,15,"NUxtwE7HWgnmTqUVSkW39g","Chris",3.7,83
"8738",12,29,17,"KnutNOkfu5t1XA8rEhiq2Q","laura",3.23,13
"8739",0,3,0,"iBI6tuNFT6we5zTBqC7kcA","Christine",3.83,6
"8740",2,5,0,"1Fb00S_Nj4nI4n_vJyQG7A","Michelle",1,3
"8741",0,1,0,"FevBcg69uao1b4CSW-PKBw","Toby",3.17,6
"8742",0,13,3,"ATqB0u4QTmvuM0ceEIK9pg","kerry",3.71,7
"8743",18,45,33,"EnvG_kewvG5PqUqNSgs9Iw","christina",3.52,21
"8744",110,213,146,"z30hYvXYGme6uU4fpzaisw","Heather",4.11,62
"8745",33,51,20,"q_aLicaVRCUgYLHIzxZRDw","Jose",3.51,71
"8746",2,5,3,"KOMPkranWGGhpn3QKEvdNw","Marci",5,2
"8747",4,23,12,"THC7I7imU3jkhYN1ibSH3w","Carrie",4.22,23
"8748",1,12,8,"bb2BmTS4cj_pnjBnDcZ0iA","Cheryl",3.75,4
"8749",12,27,14,"g7UIh8W1PpEC8WdIBShfSw","Adriana",4.12,16
"8750",4,28,8,"De2aVaPaLxyLC7NWBN-cAQ","David",4.22,18
"8751",1,3,1,"8gGcub59aOyCLVHywywiEQ","Jen",5,4
"8752",0,0,0,"lvD_ih3axTf9BDY44t6yhQ","kati",1,1
"8753",6,40,13,"om64hB61Q9M8z98qJK9tfQ","M Terri",3.79,24
"8754",0,2,0,"luaTmsOisEmWmS2HW9IU8Q","Therese",3.5,4
"8755",0,5,3,"vU-uenk6rxJruCdjgJL-RQ","Rob",4.17,6
"8756",1,8,3,"VWV2y51gzGTiTYb_S8cgRQ","Tara",2.33,3
"8757",5,35,4,"-bJPjSA_6lyHxZo-v7cWDw","Karen",3.23,73
"8758",304,337,271,"ZXZere7_WFGPkAhAaDqsmQ","Michael",3.55,82
"8759",9,48,25,"mLLs3IXeRISGZONoflEo3g","Matthew",3.84,58
"8760",0,0,0,"O9OWCZ3KteuKiEJ2zv3gmA","Joy",3.5,2
"8761",1,2,1,"oIOxp_Da5T5C-yc4do8QgA","Larry",3,2
"8762",0,3,0,"Umi7XaV7aYjocOlVoXsgCg","Ricky",4.17,6
"8763",8,21,14,"erN_PcH3D28ZPMBjObyy5A","Stephanie",4.13,38
"8764",1815,3118,2640,"0oRtnPHtvZIE1UNxCDDTPw","Michael",4.16,561
"8765",16,24,23,"K-CfSS-Ep56g1NmW5lz07Q","Alison",4.4,11
"8766",1,10,1,"usHaK3jzQqIBTNJjv_ugVQ","Jacob",2.43,7
"8767",4,6,1,"OW_Eh1DsEnlTWALBC1xCHw","Katie",3.3,10
"8768",0,3,0,"RecfnAYr9FlG5cEyU7GgPA","Chris",5,1
"8769",1,5,2,"jgYuiM4WLF8wIuhN9VSY7g","Brittany",3.5,2
"8770",17,27,7,"-69HRk_D8Hq3Ki1cagvDcA","Charles",2.57,23
"8771",6,20,9,"2uz3B-11DieFlELzqUCAlw","Kat",4.61,38
"8772",47,59,31,"frm67YsEcoZRU1gIqQQj2A","Dean",3.43,97
"8773",13,26,7,"bgdHLZQikBxeVU28keQ4oA","Jerry",2.8,10
"8774",2,5,3,"N6iCOyj6JIzELSeUbQgbyQ","Jake",3.91,12
"8775",1248,2120,1999,"5YySKNsPmTeG69nT-dS6Hg","Beth",4.15,196
"8776",1,2,1,"G4RPu5AUHjLI0FNcjWe1pg","Nick",4.38,8
"8777",0,4,1,"SZiufr6e2M-P-29Wrv2xCA","Barb",2.67,4
"8778",0,1,0,"9kGOMnmSAXZHyNeRKydmzA","Vianey",3,3
"8779",1,2,0,"YUyJYCD0k4Bx9OBQCI3LRQ","Angela",3,5
"8780",0,5,1,"Nq4k6jyBxwLud-YHZ1ggTA","Meg",3.5,6
"8781",1336,2783,2414,"lHHwLi_YZuDSfdlSShFkug","Nelson",4.14,694
"8782",1,1,1,"O-LKkHOvcYqeNeqS7rx0mg","Doug",4,2
"8783",11,60,18,"TL9z1PDMhLuByf_x08VZ_w","Chip",3.55,42
"8784",17,51,9,"SVLRBHz0rlVvd-PBgvZ9wg","Betty",3.68,57
"8785",5,9,3,"hnIG4GstFnhgNWCeXN-UVQ","Melinda",3.29,7
"8786",1,13,6,"QsWWVw4b2FBcg038q1w6oA","M",3.89,19
"8787",0,4,0,"OZboiEv9wUuItn8CHfSnJQ","Eddie",3.67,3
"8788",8,8,4,"2XkQ8Uowu3HJZXGmqdHgZQ","Allison",4,5
"8789",14,42,13,"xdThxKK4ERO54RbVFgWrWg","Eric",2.61,19
"8790",78,236,117,"v6CGBT0OoLRht9dzo7vaXg","star",3.9,129
"8791",0,5,0,"R6P4TS8NrATEVdHkwBwqxQ","Melody",3.5,23
"8792",1,13,2,"Re0o1s5YZow-F_8zeegM6w","Laura",3.6,12
"8793",8,31,9,"V9AiG5p2HlXo8p0z6dw9oQ","Tony",3.8,49
"8794",4,3,2,"i94JgBKT4T7pGco7W1S0OA","CORA",4.33,4
"8795",0,2,2,"4MPyMe-0iEWeMIMiYmuQlA","Misty",5,1
"8796",37,76,32,"hpOOPdG9WNFz-VXId8qU6Q","Heather",3.33,21
"8797",59,69,38,"BfetZm9fa0zqyAFn8vo_6w","Meredith",3.5,38
"8798",0,4,2,"5hM_SM4cwNN4MYw1hAHl8w","Michael",4.29,7
"8799",50,76,25,"sSVPZxGF6TY675Vz3GCF_Q","Abby",3.3,98
"8800",0,1,1,"-FVaqIGzb8Pq93N7s6BnSg","Megan",5,1
"8801",0,3,1,"psFiBbcWeLXX7lqaUtq2jQ","John",3,3
"8802",8,17,7,"oL59yVZXxJuEKCX8wLv5Tw","Shannon",4,11
"8803",0,3,1,"QmL4iPF1RBU4xlgelALNIg","Ginebra",5,2
"8804",17,54,31,"LL2Kk0jjD9McDPfPEDbZBQ","Bob",3.89,27
"8805",33,177,29,"O_gd75OCbEbBhZrAJZ5ebQ","James",4.31,211
"8806",3,21,7,"EUlHiZJMeqjK5lccbbpp_w","Lindsey",4.45,11
"8807",1,7,1,"WcwNPnHGq1ZcdKJX6xf7Bg","Nick",3.75,7
"8808",0,2,0,"9qHt41AdpsA3FdfjA55LyQ","Casey",2,1
"8809",0,0,0,"plGv_YPm9ZfJfsIINJQaZA","Brandon",2,1
"8810",4,12,7,"cl9ZMopdCQGGXMlwgruFdg","Diana",3.64,14
"8811",0,2,0,"36vB3qw1EclqF9jYZfoAyw","Kimberly",4,1
"8812",30,109,29,"ziCKT5n58tcVfgksImx0VQ","Gary",3.56,52
"8813",4,11,2,"_8eGLKjVpGK_mxwM8mlOgA","catherine",3.96,25
"8814",1,3,4,"MtX0WZ4bqMfFuYvtupgRqg","bill",3,2
"8815",0,0,0,"xd7tELG_H6c4snydk-WXpQ","Luke",5,1
"8816",8,23,7,"ay5cNdXr-76FDHXsRJgNgQ","Kari",4.23,13
"8817",1,23,1,"T2QJ_ePTC1is9va-URN6nA","Jennifer",3.68,37
"8818",58,384,178,"rgrECAY_EZ_xFdSx6CGfvQ","Jenni",3.67,209
"8819",32,43,31,"_ei7Bs7tciprz4im-_0kxg","Robert",4.56,9
"8820",26,88,40,"RvrrbYV8cfM4Nmwbzhqyjg","Mike",4.03,72
"8821",0,0,0,"5Dae9MSn-gqiOeVaWCpcFQ","Joanna",3.75,4
"8822",685,2299,1610,"Ouus3lC3Xk3YRGx4ptd_4A","Deb",3.59,1497
"8823",8,17,13,"-2VqtJTmSoGFQWFIuJVZzg","Shawn",4.07,15
"8824",8,6,4,"ropG9hxhgqtT865SJ3IALA","Marco",3,3
"8825",0,2,0,"Q1MsaJUZtoWKcJfH9WHUAg","Hunter",4.2,5
"8826",0,4,1,"W5eTvUYiC4OE4tTdsZTQMA","Amy",4.75,4
"8827",85,343,132,"EqxOzcvp8Z0mTyRj-ukvYw","Lily",3.64,312
"8828",3,11,2,"ProoN4h8kx-OSez1zBCYgg","Julie",4.32,22
"8829",1,4,1,"jzdOKBiMvtaw43z_f6U5SA","Barbara",3.75,4
"8830",0,0,0,"ohq4KzDXXlFr7M_KwQWIoQ","Karina",5,2
"8831",0,4,1,"rZ8TvWAHA-avF8fwjrEmGA","Eduardo",3,6
"8832",1,12,1,"Jxy_Kcymck0Z0QN8XE7rmQ","D",3.15,13
"8833",0,0,0,"XE-U16MVdr9pVp-Cuxyd9w","Rob",5,1
"8834",79,137,66,"fhV21-QB6n402-J9vR-7cQ","Lyndsay",4.02,55
"8835",0,12,6,"Y25OrytPpBAqCgBkzM05XA","Sean",5,3
"8836",0,3,0,"2GaNBBpTVg8Uz3ZuzsVB6A","Sameera",3.75,4
"8837",0,2,0,"6xX04aCcuNCPXeH_I9JP3A","Amy",4.5,2
"8838",0,4,1,"zPnzh9-UZrmKnTlVXsMC5A","Chris",4.33,3
"8839",0,0,0,"2yih-IFWxj_Df7iB72MiNw","Ryan",2.33,5
"8840",6,33,15,"W-ef8QaX8OLJVCFLD_Q-8g","Juliet",4.05,22
"8841",1,0,0,"aVr-paGY_YwjVdEzHHiuJA","Laurie",5,2
"8842",2,3,2,"j41mDFiJH8_pvUYLBtQv_Q","Nico",2,1
"8843",1,7,0,"FXbDtMtmR3zF50ljxeQueA","Just Tea",3.4,5
"8844",35,90,28,"4vSGcZyNfIuKYUP6z9Cbyg","Brian",3.59,39
"8845",8,12,6,"rQrqZ9zo-9m4N5dGK5O8wQ","Gregory",3.89,9
"8846",8,42,14,"PvhTAyo9IZA2qOpC0E2nLg","Skylee",3.6,40
"8847",0,2,1,"6EoO-Dry59aqtjuuI_YE0Q","Dwight",4.71,7
"8848",5,26,7,"xnjqnfOl_5JRq_mouPxEbA","kit",3.27,11
"8849",0,0,0,"qAYRzi43xCjajRjnr-Mxbg","Demitrius",3,1
"8850",0,0,0,"GlaV91mHgmZw3QoPmqyNhA","Randall",3.67,4
"8851",3,4,2,"f3JAz1zcX-WhhuipdIJTsw","Otto",2.5,2
"8852",26,65,21,"dsMVbRGSUkLldUrtnPcpxA","Jon",3.39,151
"8853",0,1,1,"fQcwxhiD_tQZzEoiTIJq-Q","m",1,1
"8854",0,1,0,"zIR41UH7edvQZbBrfWeAIg","Shirleen",4.5,4
"8855",2,7,2,"rp1gCPBJZwYZNOGqRc5KGg","Michael",3.44,34
